Hospital,NAME
"Henry Spence and Faulkner,",GRANITE COUNTY MEDICAL CENTER
Henry-Ho,GRANT MEDICAL CENTER
Henry-Richardson,GRANT MEMORIAL HOSPITAL
Henry-Rodriguez,GRANT REG HLTH CTR
Henry-Scott,"GRANT-BLACKFORD MENTAL HEALTH, INC"
"Hensley Cohen, and Hill",GRANVILLE HEALTH SYSTEM
Henson-Johnson,GRAYS HARBOR COMMUNITY HOSPITAL
Henson-Smith,GRAYS HARBOR COMMUNITY HOSPITAL - EAST
Herman LLC,GREAT BEND REGIONAL HOSPITAL
"Hernandez Clark Durham, and",GREAT FALLS CLINIC MEDICAL CENTER
"Hernandez Foster, and Martin",GREAT PLAINS REGIONAL MEDICAL CENTER
Hernandez Group,GREAT RIVER MEDICAL CENTER
"Hernandez Hernandez and Medina,",GREATER BALTIMORE MEDICAL CENTER
Hernandez Inc,GREATER BINGHAMTON HEALTH CENTER
Hernandez LLC,GREATER EL MONTE COMMUNITY HOSPITAL
Hernandez Ltd,GREATER PEORIA SPECIALTY HOSPITAL LLC - DBA KINDRED HOSPITAL PEORIA
Hernandez PLC,GREATER REGIONAL MEDICAL CENTER
"Hernandez Padilla, and Green",GREELEY COUNTY HOSPITAL
Hernandez Sons and,GREEN CLINIC SURGICAL HOSPITAL
"Hernandez and Gray Bennett,",GREEN VALLEY HOSPITAL
"Hernandez and Martinez White,",GREENBAUM SURGICAL SPECIALTY HOSPITAL
"Hernandez and Peterson, Palmer",GREENBRIAR REHABILITATION HOSPITAL
"Hernandez and Randolph, Butler",GREENBRIER VALLEY MEDICAL CENTER
Hernandez and Sons,GREENE COUNTY GENERAL HOSPITAL
"Hernandez, and Coleman Travis",GREENE COUNTY HOSPITAL
Hernandez-Brown,GREENE COUNTY MEDICAL CENTER
Hernandez-Campbell,GREENE MEMORIAL HOSPITAL
Hernandez-Cunningham,GREENLEAF CENTER
Hernandez-Gibson,GREENVIEW REGIONAL HOSPITAL
Hernandez-Harrington,GREENVILLE REGIONAL HOSPITAL
Hernandez-Jones,GREENWICH HOSPITAL ASSOCIATION
Hernandez-Mccoy,GREENWOOD AMG SPECIALTY HOSPITAL
Hernandez-Miller,GREENWOOD COUNTY HOSPITAL
Hernandez-Morton,GREENWOOD LEFLORE HOSPITAL
Hernandez-Rhodes,GREENWOOD REGIONAL REHABILITATION HOSPITAL
Hernandez-Rodriguez,GREYSTONE PARK PSYCHIATRIC HOSPITAL
Hernandez-Schroeder,GRIFFIN HOSPITAL
Hernandez-Sherman,GRIFFIN MEMORIAL HOSPITAL
Hernandez-Smith,GRINNELL GENERAL HOSPITAL
Hernandez-Thompson,GRISELL MEMORIAL HOSPITAL
Hernandez-Villegas,GRISELL MEMORIAL HOSPITAL LTCU
Hernandez-Wallace,GRITMAN MEDICAL CENTER
Hernandez-White,GROSSMONT HOSPITAL
Herrera Group,GROUP HEALTH COOPERATIVE/CENTRAL HOSPITAL
"Herrera and Hughes Perkins,",GROUP HEALTH EASTSIDE HOSPITAL
"Herrera and Morgan, Cook",GROVE CITY MEDICAL CENTER
"Herrera and Ward Valenzuela,",GROVE HILL MEMORIAL HOSPITAL
"Herrera, Morton Cruz and",GROVER C DILS MEDICAL CENTER
Herrera-Shaw,GROVER M. HERMAN HOSPITAL
Herrera-Smith,GRUNDY COUNTY MEMORIAL HOSPITAL
Herrera-Young,GUADALUPE COUNTY HOSPITAL
Herring-Green,GUADALUPE REGIONAL MEDICAL CENTER
Hess Group,GUAM MEMORIAL HOSPITAL AUTHORITY
"Hess and Kidd, Ford",GUAM REGIONAL MEDICAL CITY
Hess-Smith,"GUIDANCE CENTER, THE"
Hester Ltd,GULF BREEZE HOSPITAL
"Hester, Patel and Robinson",GULF COAST MEDICAL CENTER
Hickman-Clark,GULF COAST MEDICAL CENTER LEE MEMORIAL H
"Hicks Mccarty Olsen, and",GULF COAST TREATMENT CENTER
"Hicks Sanford, and Flores",GULF COAST VETERANS HEALTH CARE SYSTEM
Hicks-Anderson,GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS
Hicks-Bennett,GUNDERSEN LUTH MED CTR
Hicks-Jones,GUNNISON VALLEY HOSPITAL
Hicks-Salas,GUTHRIE CORNING HOSPITAL
Higgins Group,GUTHRIE COUNTY HOSPITAL
Higgins Inc,GUTHRIE TOWANDA MEMORIAL HOSPITAL
"Higgins and Wells, King",GUTTENBERG MUNICIPAL HOSPITAL
Hill Group,GWINNETT HOSPITAL SYSTEM
Hill Inc,GWINNETT MEDICAL CENTER - DULUTH
Hill LLC,H B MAGRUDER MEMORIAL HOSPITAL
Hill Ltd,H LEE MOFFITT CANCER CTR & RESEARCH INST
Hill PLC,H. C. WATKINS MEMORIAL HOSPITAL
Hill Sons and,HABERSHAM COUNTY MEDICAL CTR
"Hill Villanueva, and Fuller","HACIENDA CHILDREN'S HOSPITAL, INC"
"Hill and Garcia, Rodriguez",HACKENSACK UNIVERSITY MEDICAL CENTER
"Hill and Mcgrath, Larson",HACKENSACK-UMC AT PASCACK VALLEY
Hill and Sons,HACKENSACK-UMC MOUNTAINSIDE
"Hill, Davis Rodriguez and",HACKETTSTOWN REGIONAL MEDICAL CENTER
"Hill, Hancock and Mills",HAHNEMANN UNIVERSITY HOSPITAL
"Hill, Krueger and Miller",HALE COUNTY HOSPITAL
Hill-Adams,HALE HO'OLA HAMAKUA
Hill-Anderson,HALIFAX HEALTH MEDICAL CENTER
Hill-Ashley,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE
Hill-Duran,HALIFAX PSYCHIATRIC CENTER-NORTH
Hill-Johnson,HALIFAX REGIONAL MEDICAL CENTER
Hill-Wall,HALLMARK HEALTH SYSTEM - LAWRENCE MEMORIAL HOSPITAL CAMPUS
Hill-Wilson,HALLMARK HEALTH SYSTEM - MELROSE-WAKEFIELD HOSPITAL CAMPUS
Hines LLC,HAMILTON CENTER INC
"Hines, Guzman Taylor and",HAMILTON COUNTY HOSPITAL
"Hinton Blevins and Sutton,",HAMILTON GENERAL HOSPITAL
"Hinton Hudson, Lopez and",HAMILTON HOSPITAL
"Ho Brown Perez, and",HAMILTON MEDICAL CENTER
Ho-Copeland,HAMILTON MEMORIAL HOSPITAL DISTRICT
Hobbs-King,HAMLIN MEMORIAL HOSPITAL
Hodge PLC,HAMMOND HENRY HOSPITAL
"Hodge Stewart, and Williams",HAMPSHIRE MEMORIAL HOSPITAL
Hodge-Jackson,HAMPSTEAD HOSPITAL
"Hodges Olsen, and Stevens",HAMPTON BEHAVIORAL HEALTH CENTER
Hodges PLC,HAMPTON REGIONAL MEDICAL CENTER
Hodges-Bush,HAMPTON ROADS SPECIALTY HOSPITAL
Hodges-Hopkins,HAMPTON VA MEDICAL CENTER
Hodges-Soto,HANCOCK COUNTY HEALTH SYSTEM
Hoffman Ltd,HANCOCK MEDICAL CENTER
Hoffman and Sons,HANCOCK REGIONAL HOSPITAL
Hogan Inc,HANNIBAL REGIONAL HOSPITAL
Hogan-Mclaughlin,HANOVER HOSPITAL
Holden PLC,HANS P PETERSON MEMORIAL HOSPITAL
"Holder and Jackson Baker,",HANSEN FAMILY HOSPITAL
"Holland Brown, and York",HANSFORD COUNTY HOSPITAL
Holland Inc,HARBOR BEACH COMMUNITY HOSPITAL
Holloway Ltd,HARBORVIEW MEDICAL CENTER
Holloway PLC,HARDEMAN COUNTY MEMORIAL HOSPITAL
Holloway-Mcintyre,HARDIN COUNTY GENERAL HOSPITAL
Holmes Group,HARDIN MEDICAL CENTER
"Holmes, Sanders Bernard and",HARDIN MEMORIAL HOSPITAL
Holmes-Roman,HARDTNER MEDICAL CENTER
"Holt, Hamilton and Luna",HARDY WILSON MEMORIAL HOSPITAL
Holt-Lewis,HARLAN ARH HOSPITAL
Holt-Rangel,HARLAN COUNTY HEALTH SYSTEM
Hood Inc,HARLEM HOSPITAL CENTER
Hood LLC,HARLINGEN MEDICAL CENTER
Hood Ltd,HARMON HOSPTAL
Hood PLC,HARMON MEMORIAL HOSPITAL
"Hood, and Rodriguez Sims",HARNEY DISTRICT HOSPITAL
Hood-Armstrong,HARPER COUNTY COMMUNITY HOSPITAL
Hood-Smith,HARPER HOSPITAL DISTRICT NO 5
Hooper PLC,HARPER UNIVERSITY HOSPITAL
"Hoover Hayes Mullen, and",HARRINGTON MEMORIAL HOSPITAL
Hoover Inc,HARRIS COUNTY PSYCHIATRIC CENTER
Hoover LLC,HARRIS HEALTH SYSTEM BEN TAUB GENERAL HOSPITAL
Hoover PLC,HARRIS HEALTH SYSTEM LYNDON B JOHNSON GENERAL HOSP
Hopkins Ltd,HARRIS HEALTH SYSTEM QUENTIN MEASE HOSPITAL
"Hopkins Mcgrath, and Kelley",HARRIS HOSPITAL
"Hopkins and Neal Logan,",HARRIS REGIONAL HOSPITAL
"Horn and Wilson, Patton",HARRISBURG MEDICAL CENTER
Horne-Thomas,HARRISON COMMUNITY HOSPITAL
Horton PLC,HARRISON COUNTY COMMUNITY HOSPITAL
"Horton and Garcia Hancock,",HARRISON COUNTY HOSPITAL
Horton-Roberts,HARRISON MEDICAL CENTER
"House Baldwin and Cruz,",HARRISON MEDICAL CENTER - SILVERDALE
"Houston and Valencia, Matthews",HARRISON MEMORIAL HOSPITAL
"Houston, Sherman Rowland and",HARRY S. TRUMAN MEMORIAL VETERANS HOSPITAL
Howard Group,HARSHA BEHAVIORAL CENTER INC
Howard Inc,HARTFORD HOSPITAL
Howard Ltd,HASBRO CHILDRENS HOSPITAL
"Howard and Hayden, Cruz",HASKELL COUNTY COMMUNITY HOSPITAL
"Howard and Moore, Blackburn",HASKELL MEMORIAL HOSPITAL
"Howard and Nunez Lee,",HAVASU REGIONAL MEDICAL CENTER
"Howard, Jensen and Smith",HAVEN BEHAVIORAL HEALTH OF EASTERN PENNSYLVANIA
Howard-Brown,HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE
Howard-Flores,HAVEN BEHAVIORAL HOSPITAL OF FRISCO
Howard-Mercado,HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA
Howard-Munoz,HAVEN BEHAVIORAL HOSPITAL OF SOUTHERN COLO
Howard-Rodriguez,HAVEN BEHAVIORAL SENIOR CARE OF DAYTON
Howard-Williams,HAVEN SENIOR HORIZONS
Howe Sons and,HAWAII MEDICAL CENTER EAST
Howell PLC,HAWAII STATE HOSPITAL
Howell Sons and,HAWARDEN REGIONAL HEALTHCARE
Howell-Johnson,HAWTHORN CHILDREN'S PSYCHIATRIC HOSPITAL
Hubbard Group,HAXTUN HOSPITAL DISTRICT
Hubbard PLC,HAYES GREEN BEACH MEMORIAL HOSPITAL
"Huber Gibson and Bowman,",HAYMARKET MEDICAL CENTER
Huber LLC,HAYS MEDICAL CENTER
Huber-Martin,HAYWARD AREA MEMORIAL HOSPITAL
"Hudson Downs and Sutton,",HAYWOOD PARK COMMUNITY HOSPITAL
Hudson Group,HAYWOOD REGIONAL MEDICAL CENTER
Hudson Inc,HAZARD ARH REGIONAL MEDICAL CENTER
Hudson LLC,HAZEL HAWKINS MEMORIAL HOSPITAL
Hudson PLC,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF
Hudson-Arnold,HEALDSBURG DISTRICT HOSPITAL
Hudson-Flores,HEALTH ALLIANCE HOSPITAL - BURBANK CAMPUS
Huff Group,HEALTH ALLIANCE HOSPITAL - LEOMINSTER CAMPUS
"Huff, Mendoza and Smith",HEALTH CENTER NORTHWEST
Huff-Coleman,HEALTH CENTRAL
Huff-Duran,HEALTH SOUTH REHABILITATION HOSPITAL
Huff-Liu,HEALTH SOUTH REHABILITATION OF PR
"Huffman Lozano, and Mckenzie",HEALTHALLIANCE HOSPITAL - BROADWAY CAMPUS
Huffman-Garcia,HEALTHALLIANCE HOSPITAL - MARY'S AVENUE CAMPSU
Hughes Inc,HEALTHBRIDGE CHILDREN'S HOSPITAL - HOUSTON
Hughes LLC,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE
Hughes Ltd,HEALTHEAST BETHESDA HOSPITAL
Hughes PLC,HEALTHEAST ST JOHNS HOSPITAL
"Hughes and Ramirez, Gordon",HEALTHEAST WOODWINDS HOSPITAL
Hughes and Sons,HEALTHMARK REGIONAL MEDICAL CENTER
"Hughes, and Cunningham Sanchez",HEALTHPARK MEDICAL CENTER
Hughes-Allen,HEALTHSOURCE SAGINAW
Hughes-Salinas,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL
Hughes-Schmidt,HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL
Hughes-Smith,HEALTHSOUTH CANE CREEK REHABILITATION CENTER
Hughes-Watson,HEALTHSOUTH CHATTANOOGA REHABILITATION HOSPITAL
Hull Inc,HEALTHSOUTH CHESAPEAKE REHABILITATION HOSPITAL
Hull PLC,HEALTHSOUTH CITY VIEW REHABILITATION HOSPITAL
Humphrey Ltd,HEALTHSOUTH DEACONESS REHABILITATION HOSPITAL
"Humphrey Wise, and Bender",HEALTHSOUTH DESERT CANYON REHABILITATION HOSPITAL
"Humphrey, and Chapman Jones",HEALTHSOUTH EAST VALLEY REHABILITATION
Humphrey-Harmon,HEALTHSOUTH EMERALD COAST REHABILITATION
Hunt Group,HEALTHSOUTH HARMARVILLE REHABILITATION HOSPITAL
Hunt Inc,HEALTHSOUTH LAKESHORE REHABILITATION HOSPITAL
Hunt LLC,HEALTHSOUTH LAKEVIEW REHABILITATION HOSPITAL OF CENTRAL KENTUCKY
Hunt Ltd,HEALTHSOUTH MOUNTAINVIEW REGIONAL REHAB HOSPITAL
"Hunt Macias, and Garcia",HEALTHSOUTH NEW ENGLAND REH AT LOWELL
"Hunt, Gomez and Black",HEALTHSOUTH NEW ENGLAND REHABILIATION AT BEVERLY
Hunt-Armstrong,HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL
Hunt-Rodriguez,HEALTHSOUTH NITTANY VALLEY REHABILITATION HOSPITAL
Hunter Group,HEALTHSOUTH NORTHERN KENTUCKY REHABILITATION HOSPITAL
Hunter LLC,HEALTHSOUTH PLANO REHABILITATION HOSPITAL
Hunter Ltd,HEALTHSOUTH READING REHABILITATION HOSPITAL
Hunter PLC,HEALTHSOUTH REHABILIATION HOSPITAL OF FREDERICKSBURG
"Hunter and Mckenzie, Parsons",HEALTHSOUTH REHABILITATION HOSPITAL
Hunter-Bolton,HEALTHSOUTH REHABILITATION HOSPITAL - NORTH
Hunter-Potts,HEALTHSOUTH REHABILITATION HOSPITAL AT DRAKE
Hunter-Vincent,HEALTHSOUTH REHABILITATION HOSPITAL AT MARTIN HEALTH
Hurley Inc,HEALTHSOUTH REHABILITATION HOSPITAL DAYTON
Hurley Ltd,HEALTHSOUTH REHABILITATION HOSPITAL OF ABILENE
Hurst PLC,HEALTHSOUTH REHABILITATION HOSPITAL OF ALEXANDRIA
"Hurst Warren, and Marsh",HEALTHSOUTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS
"Hurst and Davis Sanchez,",HEALTHSOUTH REHABILITATION HOSPITAL OF ALTOONA
Hurst-Skinner,HEALTHSOUTH REHABILITATION HOSPITAL OF ARLINGTON
Hutchinson-Graves,HEALTHSOUTH REHABILITATION HOSPITAL OF AUSTIN
Huynh Ltd,HEALTHSOUTH REHABILITATION HOSPITAL OF CHARLESTON
Huynh PLC,HEALTHSOUTH REHABILITATION HOSPITAL OF CO SPGS
Ibarra Group,HEALTHSOUTH REHABILITATION HOSPITAL OF COLUMBIA
Ibarra PLC,HEALTHSOUTH REHABILITATION HOSPITAL OF CYPRESS
Ibarra-Campbell,HEALTHSOUTH REHABILITATION HOSPITAL OF DALLAS
Ibarra-Garcia,HEALTHSOUTH REHABILITATION HOSPITAL OF ERIE
Ibarra-Gomez,HEALTHSOUTH REHABILITATION HOSPITAL OF FLORENCE
Inc Abbott,HEALTHSOUTH REHABILITATION HOSPITAL OF FORT SMITH
Inc Acevedo,HEALTHSOUTH REHABILITATION HOSPITAL OF FORTH WORTH
Inc Acosta,HEALTHSOUTH REHABILITATION HOSPITAL OF FRANKLIN
Inc Adams,HEALTHSOUTH REHABILITATION HOSPITAL OF GADSDEN
Inc Adkins,HEALTHSOUTH REHABILITATION HOSPITAL OF GULFPORT
Inc Aguilar,HEALTHSOUTH REHABILITATION HOSPITAL OF HENDERSON
Inc Aguirre,HEALTHSOUTH REHABILITATION HOSPITAL OF HUMBLE
Inc Alexander,HEALTHSOUTH REHABILITATION HOSPITAL OF HUNTINGTON
Inc Allen,HEALTHSOUTH REHABILITATION HOSPITAL OF JONESBORO
Inc Alvarado,HEALTHSOUTH REHABILITATION HOSPITAL OF LAS VEGAS
Inc Anderson,HEALTHSOUTH REHABILITATION HOSPITAL OF LITTLETON
Inc Andrews,HEALTHSOUTH REHABILITATION HOSPITAL OF MANATI
Inc Armstrong,HEALTHSOUTH REHABILITATION HOSPITAL OF MECHANICSBURG
Inc Arnold,HEALTHSOUTH REHABILITATION HOSPITAL OF MEMPHIS
Inc Baker,HEALTHSOUTH REHABILITATION HOSPITAL OF MIAMI
Inc Banks,HEALTHSOUTH REHABILITATION HOSPITAL OF MIDDLETOWN
Inc Barker,HEALTHSOUTH REHABILITATION HOSPITAL OF MIDLAND/ODESSA
Inc Barnes,HEALTHSOUTH REHABILITATION HOSPITAL OF MODESTO
Inc Barnett,HEALTHSOUTH REHABILITATION HOSPITAL OF MONTGOMERY
Inc Barrett,HEALTHSOUTH REHABILITATION HOSPITAL OF NEWNAN
Inc Bauer,HEALTHSOUTH REHABILITATION HOSPITAL OF NORTH ALABAMA
Inc Beck,HEALTHSOUTH REHABILITATION HOSPITAL OF NORTHERN VIRGINIA
Inc Bell,HEALTHSOUTH REHABILITATION HOSPITAL OF OCALA
Inc Bennett,HEALTHSOUTH REHABILITATION HOSPITAL OF PETERSBURG
Inc Benson,HEALTHSOUTH REHABILITATION HOSPITAL OF ROCK HILL
Inc Bird,HEALTHSOUTH REHABILITATION HOSPITAL OF ROUND ROCK
Inc Bishop,HEALTHSOUTH REHABILITATION HOSPITAL OF SARASOTA
Inc Black,HEALTHSOUTH REHABILITATION HOSPITAL OF SEWICKLEY
Inc Blackwell,HEALTHSOUTH REHABILITATION HOSPITAL OF SOUTHERN ARIZONA
Inc Blair,HEALTHSOUTH REHABILITATION HOSPITAL OF SPRING HILL
Inc Boyd,HEALTHSOUTH REHABILITATION HOSPITAL OF TALLAHASSEE
Inc Bradley,HEALTHSOUTH REHABILITATION HOSPITAL OF TEXARKANA
Inc Brewer,HEALTHSOUTH REHABILITATION HOSPITAL OF THE MID-CITIES
Inc Brock,HEALTHSOUTH REHABILITATION HOSPITAL OF TINTON FALLS
Inc Brown,HEALTHSOUTH REHABILITATION HOSPITAL OF TOMS RIVER
Inc Bryant,HEALTHSOUTH REHABILITATION HOSPITAL OF VINELAND
Inc Burns,HEALTHSOUTH REHABILITATION HOSPITAL OF VIRGINIA
Inc Burton,HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MASS
Inc Butler,HEALTHSOUTH REHABILITATION HOSPITAL OF WICHITA FALLS
Inc Cabrera,HEALTHSOUTH REHABILITATION HOSPITAL OF YORK
Inc Cameron,HEALTHSOUTH REHABILITATION HOSPITAL RICHARDSON
Inc Campbell,HEALTHSOUTH REHABILITATION HOSPITAL THE VINTAGE
Inc Cardenas,HEALTHSOUTH REHABILITATION HOSPITAL THE WOODLANDS
Inc Carpenter,HEALTHSOUTH REHABILITATION HOSPITAL VISION PARK
Inc Carr,HEALTHSOUTH REHABILITATION INSTITUTE OF SAN ANTONIO
Inc Carroll,HEALTHSOUTH REHABILITATION INSTITUTE OF TUCSON
Inc Carter,HEALTHSOUTH SCOTTSDALE REHABILITATION HOSPITAL
Inc Casey,HEALTHSOUTH SEA PINES REHABILITATION HOSPITAL
Inc Castillo,HEALTHSOUTH SOUTHERN HILLS REGIONAL REHAB
Inc Chambers,HEALTHSOUTH SUGAR LAND REHABILITATION HOSPITAL
Inc Chandler,HEALTHSOUTH SUNRISE REHABILITATION HOSPITAL
Inc Chapman,HEALTHSOUTH TREASURE COAST REHABILITATION
Inc Chen,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL
Inc Clark,HEALTHSOUTH VALLEY OF THE SUN REHABILITATION
Inc Cline,HEALTHSOUTH WESTERN HILLS REGIONAL REHAB HOSPITAL
Inc Coffey,HEART HOSPITAL OF AUSTIN
Inc Cole,HEART HOSPITAL OF LAFAYETTE
Inc Collins,HEART HOSPITAL OF NEW MEXICO
Inc Conner,HEART OF AMERICA MEDICAL CENTER
Inc Cooper,HEART OF FLORIDA REGIONAL MEDICAL CENTER
Inc Copeland,HEART OF TEXAS MEMORIAL HOSPITAL
Inc Cortez,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER
Inc Cox,HEARTLAND BEHAVIORAL HEALTH SERVICES
Inc Crawford,HEARTLAND BEHAVIORAL HEALTHCARE
Inc Cruz,HEARTLAND REGIONAL MEDICAL CENTER
Inc Cummings,HEARTLAND SURGICAL SPEC HOSPITAL
Inc Cunningham,HEBER VALLEY MEDICAL CENTER
Inc Curtis,HEBREW REHABILITATION CENTER
Inc Dalton,HEBREW REHABILITATION CENTER AT DEDHAM
Inc Daniel,HEDRICK MEDICAL CENTER
Inc Daniels,HEGG MEMORIAL HEALTH CENTER
Inc Davila,HELEN HAYES HOSPITAL
Inc Davis,HELEN KELLER MEMORIAL HOSPITAL
Inc Delgado,HELEN M SIMPSON REHABILITATION HOSPITAL
Inc Diaz,HELEN NEWBERRY JOY HOSPITAL
Inc Dixon,HELENA REGIONAL MEDICAL CENTER
Inc Dyer,HEMET VALLEY HEALTH CARE CENTER
Inc Edwards,HEMET VALLEY MEDICAL CENTER
Inc Elliott,HEMPHILL COUNTY HOSPITAL
Inc Ellis,HENDERSON COUNTY COMMUNITY HOSPITAL
Inc Escobar,HENDERSON HEALTH CARE SERVICES
Inc Evans,HENDERSON HOSPITAL
Inc Ferguson,HENDRICK MEDICAL CENTER
Inc Fernandez,HENDRICKS COMM HOSP
Inc Fields,HENDRICKS REGIONAL HEALTH
Inc Flores,HENDRY REGIONAL MEDICAL CENTER
Inc Fowler,HENNEPIN COUNTY MEDICAL CTR
Inc Fox,HENRICO DOCTORS' HOSPITAL
Inc Franco,HENRICO DOCTORS' HOSPITAL - PARHAM
Inc Frazier,HENRICO DOCTORS' HOSPITAL - RETREAT
Inc Freeman,HENRIETTA D GOODALL HOSPITAL
Inc Fuller,HENRY COUNTY HEALTH CENTER
Inc Garcia,"HENRY COUNTY HOSPITAL, INC"
Inc Garza,HENRY COUNTY MEDICAL CENTER
Inc Gilbert,HENRY COUNTY MEMORIAL HOSPITAL
Inc Gomez,HENRY FORD ALLEGIANCE CARELINK
Inc Gonzales,HENRY FORD ALLEGIANCE HEALTH
Inc Gonzalez,HENRY FORD HOSPITAL
Inc Graham,HENRY FORD MACOMB HOSPITAL
Inc Gray,HENRY FORD MACOMB HOSPITAL-MT CLEMENS CAMPUS
Inc Green,HENRY FORD MACOMB HOSPITAL-WARREN CAMPUS
Inc Greene,HENRY FORD MEDICAL CENTER COTTAGE
Inc Griffin,HENRY FORD WEST BLOOMFIELD HOSPITAL
Inc Gutierrez,HENRY FORD WYANDOTTE HOSPITAL
Inc Hall,HENRY J. CARTER SPECIALTY HOSPITAL
Inc Hamilton,HENRY MAYO NEWHALL MEMORIAL HOSPITAL
Inc Hardy,HEREFORD REGIONAL MEDICAL CENTER
Inc Harper,HERINGTON MUNICIPAL HOSPITAL
Inc Harris,HERITAGE OAKS HOSPITAL
Inc Henderson,HERITAGE VALLEY BEAVER
Inc Hendricks,HERITAGE VALLEY SEWICKLEY
Inc Henry,HERMANN AREA DISTRICT HOSPITAL
Inc Hernandez,HERMANN DRIVE SURGICAL HOSPITAL LP
Inc Herrera,HERRIN HOSPITAL
Inc Hess,HEYWOOD HOSPITAL
Inc Hicks,HI-DESERT MEDICAL CENTER
Inc Hill,HIALEAH HOSPITAL
Inc Holmes,HIAWATHA COMMUNITY HOSPITAL
Inc Hopkins,HICKORY TRAIL HOSPITAL
Inc House,HIGGINS GENERAL HOSPITAL
Inc Howard,HIGH POINT REGIONAL HEALTH SYSTEM
Inc Hughes,HIGH POINT TREATMENT CENTER
Inc Hunt,HIGHLAND COMMUNITY HOSPITAL
Inc Huynh,HIGHLAND DISTRICT HOSPITAL
Inc Jackson,HIGHLAND HOSPITAL
Inc Jacobs,HIGHLAND PARK HOSPITAL
Inc Jacobson,HIGHLAND RIDGE HOSPITAL
Inc James,HIGHLAND SPRINGS HOSPITAL
Inc Jarvis,HIGHLAND-CLARKSBURG HOSPITAL INC
Inc Jensen,HIGHLANDS BEHAVIORAL HEALTH SYSTEM
Inc Jimenez,HIGHLANDS HOSPITAL
Inc Johnson,HIGHLANDS MEDICAL CENTER
Inc Jones,HIGHLANDS REGIONAL MEDICAL CENTER
Inc Jordan,HIGHLANDS REGIONAL REHABILITATION HOSPITAL
Inc Juarez,HIGHLANDS-CASHIERS HOSPITAL
Inc Kelly,HIGHLINE MEDICAL CENTER
Inc Key,HIGHSMITH-RAINEY MEMORIAL HOSPITAL
Inc Kim,HILL COUNTRY MEMORIAL HOSPITAL
Inc King,HILL CREST BEHAVIORAL HEALTH SERVICES
Inc Kline,HILL HOSPITAL OF SUMTER COUNTY
Inc Knight,HILL REGIONAL HOSPITAL
Inc Lee,HILLCREST BAPTIST MEDICAL CENTER
Inc Leonard,HILLCREST HOSPITAL
Inc Lewis,HILLCREST HOSPITAL CLAREMORE
Inc Long,HILLCREST HOSPITAL CUSHING
Inc Lopez,HILLCREST HOSPITAL HENRYETTA
Inc Lucero,HILLCREST HOSPITAL PRYOR
Inc Lynch,HILLCREST HOSPITAL SOUTH
Inc Macias,HILLCREST MEDICAL CENTER
Inc Maldonado,HILLS & DALES GENERAL HOSPITAL
Inc Marshall,HILLSBORO AREA HOSPITAL
Inc Martin,HILLSBORO COMMUNITY HOSPITAL
Inc Martinez,HILLSDALE COMMUNITY HEALTH CENTER
Inc Mcbride,HILLSIDE HOSPITAL
Inc Mccann,HILO MEDICAL CENTER
Inc Mcconnell,HILTON HEAD HOSPITAL
Inc Mccullough,HIMA SAN PABLO - BAYAMON
Inc Mcdonald,HIMA SAN PABLO - FAJARDO
Inc Mcgee,HIMA SAN PABLO - HUMACAO
Inc Mcintyre,HIND GENERAL HOSPITAL LLC
Inc Mckee,HOAG HOSPITAL IRVINE
Inc Mclaughlin,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
Inc Meadows,HOAG ORTHOPEDIC INSTITUTE
Inc Medina,HOCKING VALLEY COMMUNITY HOSPITAL
Inc Meyer,HODGEMAN COUNTY HEALTH CENTER
Inc Miles,HOLDENVILLE GENERAL HOSPITAL
Inc Miller,HOLLAND COMMUNITY HOSPITAL
Inc Mitchell,HOLLY HILL HOSPITAL
Inc Monroe,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
Inc Montgomery,HOLMES COUNTY HOSPITAL & CLINICS
Inc Moore,HOLMES REGIONAL MEDICAL CENTER
Inc Morales,HOLTON COMMUNITY HOSPITAL
Inc Moran,HOLY CROSS GERMANTOWN HOSPITAL
Inc Morgan,HOLY CROSS HOSPITAL
Inc Morris,HOLY FAMILY HOSPITAL AND MEDICAL CENTER
Inc Morrow,HOLY FAMILY MEMORIAL INC
Inc Moss,HOLY INFANT HOSPITAL
Inc Mullen,HOLY NAME HOSPITAL
Inc Murphy,HOLY REDEEMER HOSPITAL & MEDICAL CENTER
Inc Myers,HOLY ROSARY HEALTHCARE
Inc Navarro,HOLY SPIRIT HOSPITAL
Inc Nelson,HOLYOKE MEDICAL CENTER
Inc Newman,HOLZER MEDICAL CENTER
Inc Newton,HOLZER MEDICAL CENTER JACKSON
